DateTime,HerdID,MonthString,OrigMonthString,DairyCows_Total,MilkYield,TotalKWh,CoolingKWh,VacuumKWh,WaterHeatKWh,OtherKWh,CoolingType,IBDX,GWPHE,PHEProcedure
735996,1,Jan,Jan-15,73,0,915.7075941,NaN,65.3219422,227.9765793,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736024,1,Feb,Feb-15,83,12477,1423.52939,NaN,209.8340156,394.6401191,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736055,1,Mar,Mar-15,78,19893,1636.294361,223.3607235,269.0246706,446.7826035,697.1263631,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736085,1,Apr,Apr-15,100,54578,1602.511519,407.7342082,290.4471562,463.3283017,441.001853,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736116,1,May,May-15,100,62820,1622.689785,519.6980498,335.9384202,382.2283938,384.8249212,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736146,1,Jun,Jun-15,101,62648,1554.718374,554.1691452,303.7161514,354.3459028,342.487175,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736177,1,Jul,Jul-15,99,55822,1498.206183,531.3352605,294.1963697,345.9485042,326.7260483,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736208,1,Aug,Aug-15,99,50082,1471.894422,488.2558171,284.9870924,367.3233871,331.3281254,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736238,1,Sep,Sep-15,99,44381,1388.063264,423.7410907,283.4951025,308.1069444,372.7201263,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736269,1,Oct,Oct-15,99,44048,1427.258535,381.7127102,287.4896134,353.51875,404.5374613,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736299,1,Nov,Nov-15,99,21251,1609.458646,202.7130963,256.848615,387.6345486,762.262386,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736330,1,Dec,Dec-15,99,7499,1196.903831,123.7913726,97.39811765,329.2105847,646.5037558,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736361,1,Jan,Jan-16,106,0,1186.496841,22.89871192,90.92212508,173.1744538,899.5015506,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736390,1,Feb,Feb-16,121,20728,1932.7875,303.7180316,271.3922386,458.1933884,899.4838414,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736421,1,Mar,Mar-16,130,40287,2355.291163,517.4475134,349.9525378,553.1858199,934.7052915,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736451,1,Apr,Apr-16,124,58995,2361.073234,765.9630994,388.0732708,467.3486449,739.6882185,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736482,1,May,May-16,124,71619,NaN,64,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736512,1,Jun,Jun-16,123,76467,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736543,1,Jul,Jul-16,123,71954,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736574,1,Aug,Aug-16,122,69737,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736604,1,Sep,Sep-16,122,52291,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736635,1,Oct,Oct-16,122,46755,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736665,1,Nov,Nov-16,122,31382,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736696,1,Dec,Dec-16,122,22927,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736727,1,Jan,Jan-17,134,18996,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736755,1,Feb,Feb-17,141,40032,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736786,1,Mar,Mar-17,143,64722,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736816,1,Apr,Apr-17,135,84451,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736847,1,May,May-17,134,102782,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736877,1,Jun,Jun-17,134,88778,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735631,2,Jan,Jan-14,112,0,NaN,NaN,35.53183856,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735659,2,Feb,Feb-14,143,16594,NaN,NaN,345.7,303.6,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735690,2,Mar,Mar-14,140,70332,NaN,NaN,634.3,399.1,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735720,2,Apr,Apr-14,145,92071,NaN,NaN,569.7,321.9,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735751,2,May,May-14,140,91283,NaN,935.5730337,542.3,293.9,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735781,2,Jun,Jun-14,134,78458,NaN,775.7,433,319.8,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735812,2,Jul,Jul-14,134,66840,NaN,762.9,436.1,268.7,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735843,2,Aug,Aug-14,133,70323,NaN,818.9,460.9,260.5,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735873,2,Sep,Sep-14,133,52158,NaN,712.9,444.3,238.8,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735904,2,Oct,Oct-14,120,36488,NaN,473.6,257.2,233.9,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735934,2,Nov,Nov-14,120,14362,NaN,245.6,150.4,201.3,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735965,2,Dec,Dec-14,120,0,NaN,62.04169469,11.20037736,0,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735996,2,Jan,Jan-15,120,0,NaN,88.20278699,7.199622642,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736024,2,Feb,Feb-15,127,1158,NaN,92.1,303.6,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736055,2,Mar,Mar-15,141,42530,NaN,543,611.5,350.338574,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736085,2,Apr,Apr-15,145,94827,NaN,734.9,548.2,359.3,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736116,2,May,May-15,148,95251,NaN,791.4,599.1,391.3,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736146,2,Jun,Jun-15,147,93985,NaN,777.2,535.9,317.1,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736177,2,Jul,Jul-15,147,87071,NaN,685.3,487,306.2,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736208,2,Aug,Aug-15,148,69525,NaN,612.7,479.3,317.7,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736238,2,Sep,Sep-15,147,67540,NaN,570.7,539.9,340.7,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736269,2,Oct,Oct-15,147,55468,NaN,484.4,509.6,358.7,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736299,2,Nov,Nov-15,147,32157,NaN,319,343.5,322.4,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736330,2,Dec,Dec-15,147,7679,NaN,161.6,178.5,219.1,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736361,2,Jan,Jan-16,137,0,NaN,61.6,42.2,3.8,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736390,2,Feb,Feb-16,170,14406,NaN,276.2,537.7,449.5,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736421,2,Mar,Mar-16,177,81718,NaN,638.4,674,471.6,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736451,2,Apr,Apr-16,177,101631,NaN,517.3,607.7,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736482,2,May,May-16,177,119892,NaN,1247.799281,580.3,309.6467373,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736512,2,Jun,Jun-16,177,112731,NaN,1208.600719,518.1,301.6223022,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736543,2,Jul,Jul-16,177,95611,NaN,1094.2,487.6,321.2,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736574,2,Aug,Aug-16,177,93965,NaN,1044.3,489.8,305.2,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736604,2,Sep,Sep-16,177,68848,NaN,841.58,472.1,286.42,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736635,2,Oct,Oct-16,177,60104,NaN,695.82,488.7,310.98,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736665,2,Nov,Nov-16,170,36548,NaN,463.9,321.4,274.8,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736696,2,Dec,Dec-16,170,18468,NaN,250.9,146.3,205.6,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736727,2,Jan,Jan-17,169,0,NaN,62,37.1,103.7,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736755,2,Feb,Feb-17,190,23834,NaN,369.2,323.9,441.2,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736786,2,Mar,Mar-17,241,110633,NaN,1282.9,637.2,633.9,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736816,2,Apr,Apr-17,244,162694,NaN,1239.3,583,570.7,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736847,2,May,May-17,244,175251,NaN,1244.9,552,451.1,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736877,2,Jun,Jun-17,242,155282,NaN,1128.4,513.6,301.2,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736908,2,Jul,Jul-17,263,154149,NaN,1172.8,494.8,295.4,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736939,2,Aug,Aug-17,263,138208,NaN,1048.4,481.4,291.8,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736969,2,Sep,Sep-17,259,110745,NaN,845.2,494.8,288.7,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737000,2,Oct,Oct-17,259,89736,NaN,718.5433071,457.8020833,266.9706809,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737030,2,Nov,Nov-17,259,51987,NaN,531.9273696,216.6172238,245.2533793,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737061,2,Dec,Dec-17,248,14311,NaN,257.4293233,152.0285714,251.0759398,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735631,3,Jan,Jan-14,75,0,192.3314355,NaN,59.66420351,15.32162326,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735659,3,Feb,Feb-14,79,3111,797.0520314,49.65128297,184.5057377,276.0880613,286.8069494,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735690,3,Mar,Mar-14,88,32611,1496.279076,184.7412743,399.6335753,422.1304502,489.7737758,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735720,3,Apr,Apr-14,89,55042,1762.968893,356.4074427,450.060687,419.0814885,537.4192748,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735751,3,May,May-14,89,56306,1651.6,424.7,479.4,326.5,421,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735781,3,Jun,Jun-14,89,53089,1410,415.4,397.5,289,308.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735812,3,Jul,Jul-14,88,49106,1321.8,386.5,367.2,262.7,305.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735843,3,Aug,Aug-14,84,39588,1238.8,311.7,331.5,269.6,326,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735873,3,Sep,Sep-14,83,32544,1361.4,310,333.5,370.8,347.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735904,3,Oct,Oct-14,83,27884,1077.9,205.9,254.1,373.7,244.2,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735934,3,Nov,Nov-14,82,592,382.8,35.8,0,187.3,159.7,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735965,3,Dec,Dec-14,82,0,366.8,20.6,0,185.6,160.6,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735996,3,Jan,Jan-15,83,0,463.4141087,0.011144793,27.25333333,225.1158333,211.0337972,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736024,3,Feb,Feb-15,90,3111,802.4858913,0.047931526,125.0466667,343.2841667,334.1071265,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736055,3,Mar,Mar-15,91,25817,1163.3,52.84092368,199.2,527.3,383.9590763,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736085,3,Apr,Apr-15,94,44918,1797.5,295.6,364.5,453.1,684.3,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736116,3,May,May-15,87,51192,1656.8,406.4,413.3,413,424.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736146,3,Jun,Jun-15,87,47490,1535.5,395.1,381.7,383.4,375.3,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736177,3,Jul,Jul-15,87,40817,1379.8,341.9,385.7,309.4,342.8,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736208,3,Aug,Aug-15,84,42336,1247.7,316.2,330.9,245.5,355.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736238,3,Sep,Sep-15,72,33782,1171.5,284.3,302.4,256.6,328.2,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736269,3,Oct,Oct-15,72,26656,1146.8,235.5,285.8,280.1,345.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736299,3,Nov,Nov-15,72,16419,884.2,159,194,244.9,286.3,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736330,3,Dec,Dec-15,72,8958,790,102.6,122.7,301.3,263.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736361,3,Jan,Jan-16,72,4903,817.1,82.1,108.3,311.3,315.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736390,3,Feb,Feb-16,83,8432,952,79.3,139.4,345.9,387.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736421,3,Mar,Mar-16,88,32390,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736451,3,Apr,Apr-16,90,45319,NaN,NaN,NaN,NaN,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
